song_title,file_path,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,spectral_centroid,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11
blues.00000.wav,data/genres_original/blues/blues.00000.wav,-113.619384765625,121.55303192138672,-19.15105628967285,42.34576416015625,-6.371164798736572,18.61302947998047,-13.692057609558105,15.339376449584961,-12.283616065979004,10.973773002624512,-8.322407722473145,8.806784629821777,-3.665800094604492,5.745936393737793,-5.161709308624268,0.7502961158752441,-1.6883563995361328,-0.4093300998210907,-2.298867702484131,1.2199459075927734,1784.416545970319,0.361726850271225,0.36761870980262756,0.43998005986213684,0.24463452398777008,0.2478017657995224,0.3356154263019562,0.3645760416984558,0.43564707040786743,0.2958413064479828,0.3146337866783142,0.40656036138534546,0.38477030396461487
blues.00001.wav,data/genres_original/blues/blues.00001.wav,-207.58151245117188,123.99714660644531,8.939120292663574,35.87075424194336,2.9199748039245605,21.518783569335938,-8.555365562438965,23.35593605041504,-10.101035118103027,11.906442642211914,-5.5581207275390625,5.375940322875977,-2.237830877304077,4.217123508453369,-6.011046409606934,0.9326668977737427,-0.7170267701148987,0.29233261942863464,-0.28571608662605286,0.532143771648407,1529.8713140945188,0.45962226390838623,0.34987717866897583,0.3209685981273651,0.2115858793258667,0.20090791583061218,0.3310050964355469,0.3976469337940216,0.5606763362884521,0.3843792974948883,0.255473792552948,0.28495901823043823,0.3342382609844208
blues.00002.wav,data/genres_original/blues/blues.00002.wav,-90.77635192871094,140.4486083984375,-29.10055923461914,31.687339782714844,-13.975970268249512,25.74168586730957,-13.6447114944458,11.6231107711792,-11.775918960571289,9.700464248657227,-13.115348815917969,5.785762310028076,-8.89973258972168,-1.0870245695114136,-9.216773986816406,2.453648090362549,-7.721793174743652,-1.8164976835250854,-3.4343533515930176,-2.2313919067382812,1552.6377863181908,0.2726714015007019,0.19586877524852753,0.31525424122810364,0.4081348180770874,0.5470826029777527,0.3217753767967224,0.30478695034980774,0.2885168790817261,0.3342420160770416,0.40191107988357544,0.3843080401420593,0.5881897211074829
blues.00003.wav,data/genres_original/blues/blues.00003.wav,-199.46200561523438,150.09474182128906,5.649168968200684,26.87014389038086,1.755442500114441,14.236878395080566,-4.828871726989746,9.29784870147705,-0.7531410455703735,8.147393226623535,-3.19523549079895,6.085353851318359,-2.4761879444122314,-1.0762250423431396,-2.87605619430542,0.7769086360931396,-3.3200554847717285,0.6372627019882202,-0.6175068020820618,-3.40693998336792,1070.1100585189854,0.34086182713508606,0.40857699513435364,0.5245686173439026,0.5470744967460632,0.6571127772331238,0.5116710662841797,0.35563045740127563,0.251690149307251,0.24638640880584717,0.31520888209342957,0.31654343008995056,0.3828551471233368
blues.00004.wav,data/genres_original/blues/blues.00004.wav,-160.2918701171875,126.19576263427734,-35.60249328613281,22.151166915893555,-32.48763656616211,10.862018585205078,-23.357158660888672,0.500519335269928,-11.804767608642578,1.2038744688034058,-13.08507251739502,-2.8098514080047607,-6.935618877410889,-7.559296607971191,-9.172149658203125,-4.510409832000732,-5.453735828399658,-0.9244686365127563,-4.408075332641602,-11.701834678649902,1835.5070084014953,0.19272667169570923,0.3172316551208496,0.39155152440071106,0.25590550899505615,0.1928039789199829,0.5305815935134888,0.2539423406124115,0.1392154097557068,0.27655506134033203,0.3243357837200165,0.5552976727485657,0.2730299234390259
blues.00005.wav,data/genres_original/blues/blues.00005.wav,-177.88876342773438,118.18952941894531,-17.550724029541016,30.753095626831055,-21.732101440429688,11.898541450500488,-20.73227882385254,3.1761655807495117,-8.57576847076416,-0.9401869773864746,-11.773797035217285,-2.4260776042938232,-9.342486381530762,-9.94708251953125,-3.9053468704223633,-5.568541526794434,-1.8399688005447388,-2.784175157546997,-3.0461127758026123,-8.115227699279785,1831.9900685948742,0.23830761015415192,0.3001772165298462,0.6168901920318604,0.23552347719669342,0.12392118573188782,0.2436339408159256,0.27951210737228394,0.41132164001464844,0.24399375915527344,0.28561267256736755,0.28419914841651917,0.3658749759197235
blues.00006.wav,data/genres_original/blues/blues.00006.wav,-190.17503356933594,130.29241943359375,-36.34846496582031,33.02908706665039,11.085683822631836,-0.596373975276947,-20.882356643676758,0.27711448073387146,-6.500869274139404,-5.515624523162842,-7.8452887535095215,-3.1236002445220947,-6.595715045928955,-9.947578430175781,-6.5409255027771,-10.071381568908691,-10.912118911743164,-6.970003128051758,-3.4485127925872803,-6.498457431793213,1459.0353761872718,0.42547881603240967,0.22330671548843384,0.1313037872314453,0.1526467353105545,0.2418576180934906,0.4910733699798584,0.2456035315990448,0.16917839646339417,0.2882331311702728,0.4614280164241791,0.35944870114326477,0.3073091208934784
blues.00007.wav,data/genres_original/blues/blues.00007.wav,-179.4200897216797,136.4420928955078,-26.644330978393555,39.97958755493164,5.301819324493408,10.921232223510742,-20.555343627929688,8.507474899291992,-11.354357719421387,-3.469099998474121,-8.414112091064453,-6.9569783210754395,-3.5483481884002686,-8.05168342590332,-8.96048355102539,-8.421077728271484,-10.558598518371582,-10.790192604064941,-4.7007951736450195,-8.638815879821777,1451.8494584581754,0.25941815972328186,0.26425817608833313,0.32541999220848083,0.21780180931091309,0.2151205837726593,0.295216828584671,0.1900440901517868,0.1808650642633438,0.26435011625289917,0.3901410400867462,0.6485509872436523,0.43658754229545593
blues.00008.wav,data/genres_original/blues/blues.00008.wav,-121.38711547851562,122.5053939819336,-14.739392280578613,46.13529586791992,-8.160383224487305,20.170509338378906,-19.16931915283203,23.050188064575195,-11.82593822479248,21.173410415649414,-6.720290660858154,7.005017280578613,-12.739909172058105,5.064208984375,-5.173074722290039,-1.446995735168457,-7.036928176879883,2.6948740482330322,3.4093332290649414,-2.6991913318634033,1719.2739373344168,0.31952103972435,0.3046649396419525,0.36683228611946106,0.42233848571777344,0.524003803730011,0.4506942629814148,0.493522047996521,0.3529855012893677,0.38034287095069885,0.46188274025917053,0.366482138633728,0.46470749378204346
blues.00009.wav,data/genres_original/blues/blues.00009.wav,-213.20455932617188,115.154541015625,-11.720499038696289,39.03255081176758,-20.357816696166992,13.089921951293945,-9.180810928344727,9.023634910583496,-14.101019859313965,4.283333778381348,-6.044192790985107,3.786364793777466,0.22369006276130676,-5.114482879638672,-0.4145350158214569,-1.1849002838134766,-1.9183379411697388,-2.295797348022461,2.891230821609497,-4.234533786773682,1817.529546414671,0.24841243028640747,0.2733064293861389,0.4887445867061615,0.26811468601226807,0.1795714646577835,0.2677972614765167,0.22273746132850647,0.41564545035362244,0.2728808522224426,0.18116427958011627,0.2293047159910202,0.24049191176891327
